source_file,source_id,title,axiom,definitions,action,boundary,test,dg1_dependencies,dg2_new_capability,dg3_preserved_floor,dg4_collapse_if_removed,dg5_translation_registers,dg6_state,dg7_admissible,dg8_closure_pass,claim_class,proof_label,grade,recommended_atom_action,overstatement_risks,kill_conditions,lean_target,plain_summary
AX-030_Divine_Axiom_30.md,AX-030_Divine_Axiom_30,AX-030_Divine_Axiom_30,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-031_Divine_Axiom_31.md,AX-031_Divine_Axiom_31,AX-031_Divine_Axiom_31,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-032_Divine_Axiom_32.md,AX-032_Divine_Axiom_32,AX-032_Divine_Axiom_32,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-033_Divine_Axiom_33.md,AX-033_Divine_Axiom_33,AX-033_Divine_Axiom_33,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-034_Divine_Axiom_34.md,AX-034_Divine_Axiom_34,AX-034_Divine_Axiom_34,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-035_Divine_Axiom_35.md,AX-035_Divine_Axiom_35,AX-035_Divine_Axiom_35,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-036_Divine_Axiom_36.md,AX-036_Divine_Axiom_36,AX-036_Divine_Axiom_36,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-037_Divine_Axiom_37.md,AX-037_Divine_Axiom_37,AX-037_Divine_Axiom_37,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-038_Divine_Axiom_38.md,AX-038_Divine_Axiom_38,AX-038_Divine_Axiom_38,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-039_Divine_Axiom_39.md,AX-039_Divine_Axiom_39,AX-039_Divine_Axiom_39,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-040_Divine_Axiom_40.md,AX-040_Divine_Axiom_40,AX-040_Divine_Axiom_40,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-041_Divine_Axiom_41.md,AX-041_Divine_Axiom_41,AX-041_Divine_Axiom_41,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-042_Divine_Axiom_42.md,AX-042_Divine_Axiom_42,AX-042_Divine_Axiom_42,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-043_Divine_Axiom_43.md,AX-043_Divine_Axiom_43,AX-043_Divine_Axiom_43,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-044_Divine_Axiom_44.md,AX-044_Divine_Axiom_44,AX-044_Divine_Axiom_44,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-045_Divine_Axiom_45.md,AX-045_Divine_Axiom_45,AX-045_Divine_Axiom_45,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-046_Divine_Axiom_46.md,AX-046_Divine_Axiom_46,AX-046_Divine_Axiom_46,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-047_Divine_Axiom_47.md,AX-047_Divine_Axiom_47,AX-047_Divine_Axiom_47,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-048_Divine_Axiom_48.md,AX-048_Divine_Axiom_48,AX-048_Divine_Axiom_48,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-049_Divine_Axiom_49.md,AX-049_Divine_Axiom_49,AX-049_Divine_Axiom_49,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-050_Divine_Axiom_50.md,AX-050_Divine_Axiom_50,AX-050_Divine_Axiom_50,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-051_Divine_Axiom_51.md,AX-051_Divine_Axiom_51,AX-051_Divine_Axiom_51,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-052_Divine_Axiom_52.md,AX-052_Divine_Axiom_52,AX-052_Divine_Axiom_52,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-053_Divine_Axiom_53.md,AX-053_Divine_Axiom_53,AX-053_Divine_Axiom_53,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-054_Divine_Axiom_54.md,AX-054_Divine_Axiom_54,AX-054_Divine_Axiom_54,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-055_Divine_Axiom_55.md,AX-055_Divine_Axiom_55,AX-055_Divine_Axiom_55,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-056_Divine_Axiom_56.md,AX-056_Divine_Axiom_56,AX-056_Divine_Axiom_56,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-057_Divine_Axiom_57.md,AX-057_Divine_Axiom_57,AX-057_Divine_Axiom_57,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-058_Divine_Axiom_58.md,AX-058_Divine_Axiom_58,AX-058_Divine_Axiom_58,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-059_Divine_Axiom_59.md,AX-059_Divine_Axiom_59,AX-059_Divine_Axiom_59,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-060_Divine_Axiom_60.md,AX-060_Divine_Axiom_60,AX-060_Divine_Axiom_60,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-061_Divine_Axiom_61.md,AX-061_Divine_Axiom_61,AX-061_Divine_Axiom_61,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-062_Divine_Axiom_62.md,AX-062_Divine_Axiom_62,AX-062_Divine_Axiom_62,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-063_Spiritual_Axiom_63.md,AX-063_Spiritual_Axiom_63,AX-063_Spiritual_Axiom_63,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-064_Spiritual_Axiom_64.md,AX-064_Spiritual_Axiom_64,AX-064_Spiritual_Axiom_64,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-065_Spiritual_Axiom_65.md,AX-065_Spiritual_Axiom_65,AX-065_Spiritual_Axiom_65,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-066_Spiritual_Axiom_66.md,AX-066_Spiritual_Axiom_66,AX-066_Spiritual_Axiom_66,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-067_Spiritual_Axiom_67.md,AX-067_Spiritual_Axiom_67,AX-067_Spiritual_Axiom_67,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
AX-068_Spiritual_Axiom_68.md,AX-068_Spiritual_Axiom_68,AX-068_Spiritual_Axiom_68,,,,dry run only,,,,,,,unknown,needs_review,unclear,dry_run,NOT_ESTABLISHED,E,keep_in_inbox,,,,Dry run only.
